index,age,begin_month,car,career,cluster,days_income,days_unemployed,edu_type,email,family_size,family_type,gender,house_type,income_per,income_total,income_type,month_birth,month_unemployed,occyp_type,phone,reality,week_birth,week_unemployed,work_phone,credit
21100,36,29.0,1,10,23,10.394410117225847,9617,2,1,2.0,4,1,2,90000.0,180000.0,3,4.0,8.0,8,2,2,3.0,1.0,1,0.0
21101,52,9.0,1,6,19,3.738921713441654,16756,2,1,1.0,4,1,2,81000.0,81000.0,2,4.0,6.0,1,2,2,0.0,1.0,1,2.0
21102,41,59.0,2,19,26,9.998666844420743,7983,2,1,3.0,1,2,2,75000.0,225000.0,2,4.0,2.0,5,2,1,1.0,0.0,2,1.0
21103,32,20.0,1,8,0,7.171790955574739,8841,2,1,3.0,1,1,2,36000.0,108000.0,2,2.0,6.0,13,1,2,3.0,3.0,1,2.0
21104,64,48.0,2,20,17,10.815574427175132,16217,1,1,2.0,1,2,2,168750.0,337500.0,2,10.0,0.0,2,1,2,3.0,0.0,1,2.0
21105,46,12.0,1,2,16,7.544849941317834,16037,2,1,2.0,1,1,2,67500.0,135000.0,1,1.0,6.0,9,1,2,3.0,3.0,1,1.0
21106,48,57.0,1,5,9,4.5,15666,2,1,2.0,1,1,2,45000.0,90000.0,2,6.0,6.0,4,1,2,3.0,2.0,1,2.0
21107,40,21.0,2,10,23,9.659761725877429,11234,1,1,2.0,1,1,2,90000.0,180000.0,3,5.0,2.0,6,1,2,1.0,0.0,1,2.0
21108,41,22.0,2,9,5,8.501565367591493,11426,1,2,2.0,1,1,2,78750.0,157500.0,2,7.0,8.0,7,1,2,3.0,0.0,1,0.0
21109,50,18.0,1,6,16,6.433779726445217,16043,2,1,2.0,1,2,2,67500.0,135000.0,2,5.0,6.0,7,1,1,0.0,3.0,1,2.0
21110,40,9.0,1,9,16,7.348138471587198,11336,2,1,2.0,1,2,2,67500.0,135000.0,2,3.0,5.0,7,1,1,2.0,3.0,2,1.0
21111,42,22.0,1,4,20,10.390210113137844,14016,1,1,3.0,1,2,3,60000.0,180000.0,2,6.0,11.0,15,1,2,2.0,2.0,1,2.0
21112,26,1.0,1,1,11,13.0586186883343,9298,1,1,1.0,4,1,2,135000.0,135000.0,2,3.0,9.0,6,1,1,2.0,0.0,1,1.0
21113,65,23.0,1,0,31,4.675810473815462,24060,2,1,2.0,1,1,2,56250.0,112500.0,4,10.0,10.0,10,1,2,1.0,1.0,1,2.0
21114,24,28.0,1,0,11,15.327985935611471,8785,1,1,1.0,4,1,2,139500.0,139500.0,1,10.0,4.0,4,2,1,1.0,3.0,1,2.0
21115,33,8.0,1,1,30,16.090584028605484,11775,3,1,2.0,2,2,3,101250.0,202500.0,1,10.0,8.0,1,1,1,0.0,2.0,1,2.0
21116,57,20.0,2,0,9,3.3110225007120477,21066,1,1,1.0,5,1,2,69750.0,69750.0,4,6.0,6.0,10,1,1,1.0,1.0,1,2.0
21117,31,7.0,2,10,32,9.609162676329753,7896,2,1,3.0,1,1,2,49500.0,148500.0,2,5.0,11.0,4,1,1,3.0,0.0,2,2.0
21118,31,10.0,1,0,32,11.583011583011583,11197,2,1,3.0,2,1,3,45000.0,135000.0,2,8.0,1.0,4,1,2,0.0,3.0,1,2.0
21119,39,13.0,2,0,2,15.360458765701802,14044,2,1,2.0,1,2,2,112500.0,225000.0,1,10.0,0.0,1,1,1,1.0,2.0,1,2.0
21120,31,18.0,2,3,23,14.080100125156445,9912,2,1,2.0,4,1,2,90000.0,180000.0,1,6.0,6.0,14,1,2,1.0,0.0,1,2.0
21121,42,22.0,1,4,20,10.390210113137844,14016,1,1,3.0,1,2,3,60000.0,180000.0,2,6.0,11.0,15,1,2,2.0,2.0,1,2.0
21122,33,3.0,2,12,20,10.648997219428503,7577,2,1,4.0,1,2,2,45000.0,180000.0,3,0.0,0.0,6,1,1,0.0,2.0,1,1.0
21123,37,57.0,2,8,32,9.28546162009197,10772,2,1,3.0,1,2,2,52500.0,157500.0,2,6.0,11.0,2,1,2,1.0,2.0,1,2.0
21124,51,16.0,1,16,31,4.855532909723054,12633,2,1,2.0,1,1,2,60750.0,121500.0,1,3.0,1.0,1,1,1,1.0,0.0,1,2.0
21125,60,5.0,1,0,19,4.4014243216442805,22186,1,1,1.0,3,1,1,97650.0,97650.0,4,7.0,7.0,10,2,1,1.0,1.0,1,0.0
21126,55,52.0,1,0,9,3.7533117456579337,20382,2,1,2.0,1,1,1,38250.0,76500.0,4,7.0,7.0,10,1,2,3.0,3.0,1,2.0
21127,47,16.0,1,7,11,6.7489876518522225,14411,2,1,1.0,4,1,2,135000.0,135000.0,1,9.0,0.0,4,1,2,2.0,2.0,1,2.0
21128,36,37.0,1,3,32,10.63614262560778,12152,2,2,3.0,1,1,1,52500.0,157500.0,1,5.0,9.0,4,1,2,1.0,0.0,1,1.0
21129,36,12.0,2,4,20,11.881188118811881,11724,2,1,3.0,1,2,2,60000.0,180000.0,2,3.0,6.0,7,1,2,3.0,2.0,1,1.0
21130,52,4.0,1,0,16,7.081038552321007,19065,2,1,2.0,1,2,2,67500.0,135000.0,4,11.0,11.0,10,1,2,3.0,3.0,1,1.0
21131,38,13.0,1,8,1,22.904112794711285,11039,1,1,3.0,1,1,2,130500.0,391500.0,2,0.0,7.0,1,1,2,1.0,1.0,1,2.0
21132,29,19.0,1,1,30,18.578352180936996,10204,1,1,2.0,1,1,2,103500.0,207000.0,1,7.0,4.0,3,2,1,0.0,1.0,2,1.0
21133,44,9.0,1,8,2,11.754871741288333,13263,1,1,2.0,1,1,2,112500.0,225000.0,2,0.0,10.0,3,2,2,2.0,2.0,2,1.0
21134,44,14.0,1,8,2,11.754871741288333,13263,1,1,2.0,1,1,2,112500.0,225000.0,2,0.0,10.0,3,2,2,2.0,2.0,2,2.0
21135,62,21.0,1,9,24,10.280231495583308,19038,2,1,2.0,1,1,2,135000.0,270000.0,1,11.0,10.0,1,1,2,3.0,3.0,1,2.0
21136,23,9.0,2,3,23,18.110473890733473,7553,2,1,2.0,1,2,2,90000.0,180000.0,2,3.0,11.0,18,1,2,1.0,3.0,2,1.0
21137,41,46.0,1,3,5,9.7444781290602,13907,2,1,2.0,1,1,2,78750.0,157500.0,2,9.0,7.0,13,2,2,3.0,2.0,1,2.0
21138,60,49.0,1,0,4,14.987847691061301,22218,2,1,1.0,4,1,2,333000.0,333000.0,4,8.0,8.0,10,1,2,2.0,2.0,1,1.0
21139,59,49.0,1,0,19,4.170335016913025,21581,2,1,1.0,5,1,2,90000.0,90000.0,4,11.0,11.0,10,1,2,3.0,3.0,1,1.0
21140,64,41.0,1,7,5,6.052338316104984,20789,2,1,2.0,1,2,2,78750.0,157500.0,2,0.0,8.0,12,1,2,3.0,1.0,1,0.0
21141,51,18.0,1,0,24,13.657531313563858,18682,3,1,2.0,2,1,5,127575.0,255150.0,4,10.0,10.0,10,1,1,0.0,0.0,1,2.0
21142,54,59.0,2,6,23,8.04073974805682,17688,2,1,2.0,1,2,2,90000.0,180000.0,2,7.0,1.0,7,2,1,2.0,2.0,2,2.0
21143,37,24.0,1,1,9,6.332231056075424,13481,2,1,4.0,1,1,3,22500.0,90000.0,2,5.0,5.0,8,2,2,2.0,1.0,1,0.0
21144,39,21.0,2,19,16,6.433018215356237,7489,3,1,2.0,1,1,2,69750.0,139500.0,2,6.0,9.0,8,1,2,3.0,1.0,2,2.0
21145,40,0.0,1,9,26,12.459161636856969,11471,2,1,3.0,2,1,2,75000.0,225000.0,1,0.0,10.0,6,1,1,1.0,2.0,1,1.0
21146,33,46.0,2,7,26,15.16274681582317,9639,2,1,3.0,1,2,2,75000.0,225000.0,2,11.0,9.0,3,2,1,0.0,1.0,2,2.0
21147,42,40.0,2,8,2,12.630897117564503,12494,2,1,2.0,1,2,2,117000.0,234000.0,2,1.0,8.0,2,1,2,3.0,0.0,1,2.0
21148,27,59.0,2,4,31,9.659969088098919,8410,1,1,2.0,4,1,2,56250.0,112500.0,2,10.0,4.0,6,1,1,0.0,1.0,1,2.0
21149,54,32.0,1,9,30,8.59909125652894,16543,2,1,2.0,1,1,2,101250.0,202500.0,2,8.0,11.0,4,1,1,3.0,3.0,1,2.0
21150,60,47.0,2,10,17,13.864818024263432,18257,1,1,2.0,1,2,2,180000.0,360000.0,2,5.0,8.0,3,1,2,2.0,0.0,1,2.0
21151,40,4.0,1,0,26,13.449787460148778,14848,2,1,3.0,1,2,2,67500.0,202500.0,1,6.0,2.0,12,2,2,0.0,1.0,1,2.0
21152,61,43.0,1,0,23,8.04253607971047,22381,2,1,2.0,1,1,2,90000.0,180000.0,4,2.0,2.0,10,1,2,1.0,1.0,1,2.0
21153,48,55.0,2,11,9,3.485511208310552,13538,1,1,2.0,1,1,2,38250.0,76500.0,2,3.0,7.0,1,1,2,2.0,2.0,1,2.0
21154,49,11.0,2,0,5,8.544458308468508,18001,2,1,2.0,1,2,2,78750.0,157500.0,2,7.0,0.0,12,1,1,2.0,3.0,1,2.0
21155,57,20.0,1,0,19,4.532156731092034,20851,2,1,1.0,3,1,2,94500.0,94500.0,4,11.0,11.0,10,1,2,2.0,2.0,1,0.0
21156,28,37.0,2,2,23,15.919342000530644,9369,1,2,2.0,2,2,2,90000.0,180000.0,1,8.0,0.0,6,2,2,0.0,2.0,1,2.0
21157,51,32.0,1,13,10,12.291981845688351,14088,1,1,2.0,1,1,2,146250.0,292500.0,1,7.0,1.0,4,1,2,2.0,0.0,2,2.0
21158,31,12.0,1,3,27,24.1249904265911,10147,1,1,3.0,1,1,2,105000.0,315000.0,2,2.0,2.0,3,1,2,1.0,1.0,1,2.0
21159,65,19.0,1,0,19,4.357711254262979,23751,2,1,1.0,5,1,2,103500.0,103500.0,4,11.0,11.0,10,1,2,1.0,1.0,1,2.0
21160,64,38.0,2,0,30,8.657545959811886,23390,2,1,2.0,1,1,2,101250.0,202500.0,4,11.0,11.0,10,1,2,1.0,1.0,1,2.0
21161,29,27.0,2,6,26,16.88301943423126,8265,2,1,4.0,1,2,2,56250.0,225000.0,2,11.0,11.0,2,1,2,2.0,0.0,2,2.0
21162,58,44.0,1,0,9,4.216839244717238,21343,2,1,2.0,1,1,2,45000.0,90000.0,4,3.0,3.0,10,1,1,1.0,1.0,1,0.0
21163,66,28.0,1,0,33,6.470829909613804,24340,2,1,1.0,5,1,2,157500.0,157500.0,4,7.0,7.0,10,2,2,1.0,1.0,1,1.0
21164,33,0.0,1,2,16,10.268502319920895,11409,2,1,2.0,1,1,3,67500.0,135000.0,2,1.0,8.0,1,1,1,2.0,1.0,1,0.0
21165,45,45.0,1,8,26,10.097232610321615,13499,2,1,3.0,1,2,2,67500.0,202500.0,2,7.0,5.0,1,1,2,0.0,0.0,1,2.0
21166,43,5.0,1,18,31,4.573777011799019,9349,1,1,2.0,1,1,2,51750.0,103500.0,2,4.0,11.0,1,2,1,0.0,3.0,2,1.0
21167,54,44.0,1,31,35,2.1623526396719632,8420,2,1,2.0,1,1,2,33750.0,67500.0,3,0.0,4.0,1,1,2,3.0,2.0,1,2.0
21168,50,0.0,1,3,5,8.039405849624828,17137,2,1,2.0,1,1,2,78750.0,157500.0,2,0.0,7.0,4,1,2,3.0,0.0,1,1.0
21169,32,17.0,2,4,2,16.723650958822656,9974,2,2,2.0,3,1,2,112500.0,225000.0,1,6.0,8.0,6,1,1,1.0,0.0,1,2.0
21170,50,4.0,2,2,8,23.387557819240165,17395,2,2,2.0,1,2,2,225000.0,450000.0,1,10.0,3.0,7,2,2,0.0,1.0,1,2.0
21171,27,19.0,2,4,31,10.273103914771285,8463,1,2,2.0,1,1,2,60750.0,121500.0,2,2.0,6.0,4,1,2,1.0,1.0,1,1.0
21172,58,60.0,1,0,33,8.494172054173942,21191,1,1,1.0,4,1,2,180000.0,180000.0,4,10.0,10.0,10,2,1,3.0,3.0,1,2.0
21173,45,2.0,1,11,23,8.162504792944786,12618,1,1,2.0,1,1,2,85151.25,170302.5,1,6.0,0.0,9,2,1,3.0,2.0,2,1.0
21174,54,25.0,2,12,16,5.5626519428076975,15413,1,1,2.0,2,1,2,67500.0,135000.0,2,1.0,9.0,3,2,2,2.0,1.0,2,2.0
21175,46,32.0,1,1,33,9.709840440633695,16265,2,1,1.0,4,1,5,171000.0,171000.0,2,0.0,2.0,2,1,2,3.0,3.0,1,2.0
21176,43,26.0,2,20,15,11.527623601741952,8684,1,1,4.0,1,1,2,67500.0,270000.0,3,7.0,1.0,1,2,1,1.0,0.0,2,2.0
21177,36,35.0,2,6,20,11.500862564692351,10697,1,1,4.0,1,2,2,45000.0,180000.0,2,7.0,8.0,3,1,2,2.0,0.0,1,1.0
21178,50,18.0,1,14,9,3.781353724633419,13129,2,1,2.0,1,1,2,45000.0,90000.0,2,3.0,5.0,2,1,2,1.0,3.0,1,1.0
21179,39,30.0,2,16,23,8.776634648203228,8149,2,1,2.0,3,1,2,90000.0,180000.0,1,9.0,7.0,2,1,2,3.0,0.0,1,2.0
21180,61,27.0,1,0,5,7.005916106934745,22481,2,1,2.0,1,1,2,78750.0,157500.0,4,5.0,5.0,10,2,2,3.0,3.0,1,2.0
21181,36,26.0,2,12,23,10.315907184791724,8991,1,1,2.0,3,1,3,92250.0,184500.0,2,3.0,11.0,6,1,1,3.0,0.0,2,2.0
21182,48,42.0,2,1,31,6.556881288832683,16897,2,2,2.0,2,2,2,59625.0,119250.0,2,8.0,11.0,7,1,1,2.0,1.0,1,2.0
21183,27,41.0,1,8,11,10.311640696608617,7040,2,1,1.0,4,1,2,135000.0,135000.0,3,11.0,6.0,5,2,2,2.0,1.0,2,2.0
21184,47,7.0,2,3,15,14.729950900163667,16056,1,1,3.0,1,2,2,90000.0,270000.0,2,9.0,7.0,2,1,2,0.0,1.0,1,0.0
21185,51,33.0,1,9,11,5.9920106524633825,15314,2,1,1.0,5,1,1,135000.0,135000.0,2,6.0,6.0,1,2,1,3.0,3.0,1,2.0
21186,30,50.0,2,3,32,12.468334388853705,9982,2,1,3.0,2,1,1,52500.0,157500.0,2,4.0,8.0,4,1,1,3.0,2.0,1,2.0
21187,51,14.0,1,5,33,7.667218381851816,16758,2,1,1.0,4,1,2,157500.0,157500.0,2,9.0,6.0,2,1,2,0.0,2.0,1,2.0
21188,45,27.0,1,3,2,12.869399428026693,15449,1,1,2.0,1,1,2,114750.0,229500.0,2,2.0,10.0,6,1,2,1.0,3.0,1,0.0
21189,34,23.0,1,3,32,11.647134948594434,11437,2,2,3.0,1,1,2,54000.0,162000.0,2,2.0,9.0,1,2,2,2.0,1.0,1,0.0
21190,40,29.0,1,7,0,6.447360880279672,12127,2,1,3.0,2,1,2,37500.0,112500.0,2,0.0,8.0,6,2,1,0.0,0.0,2,1.0
21191,35,33.0,2,13,17,18.828451882845187,7727,1,1,2.0,1,1,2,168750.0,337500.0,1,7.0,5.0,1,2,1,0.0,3.0,2,2.0
21192,33,30.0,1,1,9,6.7760342368045645,11702,1,1,4.0,1,1,2,21375.0,85500.0,2,9.0,6.0,1,1,2,1.0,3.0,1,2.0
21193,23,28.0,2,0,21,27.88418206399279,8244,3,1,1.0,4,2,2,247500.0,247500.0,2,9.0,10.0,3,1,1,2.0,1.0,2,2.0
21194,35,5.0,1,5,35,2.6992801919488136,11100,2,1,3.0,1,1,5,13500.0,40500.0,3,3.0,10.0,15,1,1,0.0,1.0,1,1.0
21195,29,24.0,2,4,12,66.33906633906633,9214,1,1,1.0,4,2,2,810000.0,810000.0,1,9.0,7.0,1,1,2,2.0,0.0,1,2.0
21196,57,29.0,1,0,23,8.635578583765112,20844,2,1,2.0,2,1,2,90000.0,180000.0,4,10.0,10.0,10,1,2,1.0,1.0,1,2.0
21197,53,34.0,1,1,5,7.855361596009975,19226,1,1,2.0,1,1,2,78750.0,157500.0,3,6.0,4.0,1,2,2,1.0,2.0,1,1.0
21198,38,7.0,2,7,26,13.421617752326414,11508,2,1,4.0,1,2,2,56250.0,225000.0,2,3.0,11.0,3,1,1,3.0,0.0,2,1.0
21199,55,17.0,1,0,31,5.143368285046961,20123,2,1,2.0,1,1,2,51750.0,103500.0,4,10.0,10.0,10,1,1,2.0,2.0,1,2.0
21200,51,14.0,1,5,23,8.734048231355233,16925,2,1,2.0,1,1,2,90000.0,180000.0,2,1.0,0.0,13,1,2,1.0,1.0,1,2.0
21201,47,55.0,2,2,20,9.902079436681703,16482,1,1,4.0,1,2,2,45000.0,180000.0,2,1.0,9.0,7,1,2,3.0,2.0,1,2.0
21202,38,12.0,1,2,24,17.88908765652952,12953,2,1,2.0,1,1,2,135000.0,270000.0,1,11.0,11.0,16,2,1,3.0,2.0,1,2.0
21203,40,49.0,2,8,5,9.359190556492411,11508,2,1,2.0,2,1,2,83250.0,166500.0,2,8.0,11.0,4,1,2,0.0,0.0,1,2.0
21204,30,14.0,1,3,35,6.076250992851469,9780,2,2,3.0,1,1,2,25500.0,76500.0,2,0.0,2.0,8,1,2,1.0,1.0,1,2.0
21205,50,30.0,2,1,31,5.945146118480157,18041,2,1,2.0,1,1,2,56250.0,112500.0,1,4.0,1.0,4,1,1,0.0,1.0,1,2.0
21206,37,31.0,2,5,32,9.747085430337007,11351,2,1,4.0,2,2,2,38250.0,153000.0,2,6.0,6.0,2,1,1,0.0,1.0,1,2.0
21207,57,10.0,1,19,30,6.835282065774136,13749,1,1,2.0,1,1,2,96750.0,193500.0,2,4.0,2.0,5,1,2,0.0,0.0,1,0.0
21208,39,15.0,2,7,2,13.060892784582341,11673,2,1,2.0,1,1,2,112500.0,225000.0,1,1.0,5.0,2,1,2,0.0,3.0,1,0.0
21209,42,49.0,1,1,0,8.38561401329275,14871,2,1,4.0,1,1,2,33750.0,135000.0,1,0.0,3.0,1,1,2,0.0,0.0,1,2.0
21210,56,47.0,2,17,24,9.963467286615742,14187,1,2,2.0,1,1,2,135000.0,270000.0,2,4.0,4.0,6,1,2,1.0,2.0,1,1.0
21211,44,53.0,2,6,10,16.847622613253463,13635,1,1,2.0,3,2,2,157500.0,315000.0,2,10.0,10.0,3,1,2,1.0,3.0,1,2.0
21212,41,19.0,2,0,1,25.152736253737164,14828,2,1,4.0,1,1,2,96750.0,387000.0,1,11.0,2.0,9,1,2,2.0,2.0,1,2.0
21213,38,40.0,2,6,9,4.907306434023991,11808,2,1,2.0,2,1,3,40500.0,81000.0,1,3.0,9.0,2,1,1,2.0,2.0,1,2.0
21214,26,16.0,1,2,0,10.891664246296834,8835,2,1,3.0,1,1,2,37500.0,112500.0,1,7.0,6.0,4,1,1,0.0,2.0,1,1.0
21215,22,2.0,1,4,19,11.312217194570136,6749,3,1,1.0,4,1,5,112500.0,112500.0,2,2.0,8.0,2,1,2,0.0,0.0,1,1.0
21216,39,22.0,1,1,33,10.601063471764151,13761,2,1,1.0,3,1,3,157500.0,157500.0,2,8.0,2.0,4,2,1,0.0,1.0,2,2.0
21217,43,51.0,1,9,2,11.686490417077858,12599,1,1,2.0,4,1,2,112500.0,225000.0,1,2.0,11.0,1,1,2,3.0,3.0,1,1.0
21218,33,22.0,2,14,20,9.368142688347493,6971,2,1,3.0,1,2,3,55500.0,166500.0,3,4.0,4.0,6,2,1,3.0,3.0,1,2.0
21219,34,32.0,1,7,5,10.190876738919444,9833,2,1,2.0,1,2,2,78750.0,157500.0,2,1.0,3.0,2,1,2,2.0,0.0,1,1.0
21220,57,27.0,2,0,10,14.91618524481485,21118,2,1,2.0,1,2,2,157500.0,315000.0,4,7.0,7.0,10,1,2,0.0,0.0,1,0.0
21221,31,25.0,2,11,17,23.012017386857583,7582,2,1,2.0,1,2,2,180000.0,360000.0,1,3.0,0.0,2,2,2,3.0,3.0,1,2.0
21222,35,1.0,1,2,11,10.617902964164578,12028,1,1,1.0,4,1,2,144000.0,144000.0,3,6.0,4.0,1,1,2,3.0,2.0,1,1.0
21223,32,10.0,2,6,2,16.009676960296,9604,2,1,2.0,3,2,3,112500.0,225000.0,2,10.0,8.0,1,2,1,1.0,0.0,2,2.0
21224,43,3.0,1,6,24,13.720259160450809,13589,1,2,2.0,4,1,2,126000.0,252000.0,3,4.0,8.0,6,1,2,2.0,1.0,1,1.0
21225,32,22.0,2,4,0,8.416248971347349,10373,2,1,4.0,1,1,2,28125.0,112500.0,2,11.0,9.0,4,2,1,3.0,1.0,2,2.0
21226,32,4.0,2,4,27,25.051959619952495,10148,1,1,4.0,1,2,2,84375.0,337500.0,2,9.0,2.0,1,1,1,3.0,1.0,2,0.0
21227,29,8.0,2,4,26,18.95350720881257,9384,2,1,3.0,1,1,2,78000.0,234000.0,1,2.0,0.0,4,1,2,0.0,0.0,1,2.0
21228,61,10.0,1,0,9,4.032438729333752,22319,4,1,2.0,1,1,2,45000.0,90000.0,4,11.0,11.0,10,2,2,0.0,0.0,1,2.0
21229,39,46.0,2,1,32,9.714632665452337,13759,1,2,4.0,1,1,2,36000.0,144000.0,2,8.0,2.0,9,1,2,1.0,1.0,1,2.0
21230,33,17.0,2,2,0,8.590409285277948,11244,2,1,4.0,1,2,2,28125.0,112500.0,2,9.0,2.0,2,1,2,2.0,2.0,1,2.0
21231,40,16.0,1,5,32,8.649687650168188,12956,2,1,3.0,1,1,2,48000.0,144000.0,2,1.0,11.0,7,1,1,2.0,2.0,1,2.0
21232,42,15.0,1,8,4,15.83746600543913,12285,2,1,1.0,4,1,5,297000.0,297000.0,1,1.0,1.0,2,1,2,1.0,3.0,1,2.0
21233,43,52.0,1,1,26,12.446985063617923,15347,1,1,3.0,1,2,2,67500.0,202500.0,3,10.0,7.0,3,1,1,2.0,0.0,1,2.0
21234,44,16.0,1,2,33,10.414858531504947,15507,1,1,1.0,4,1,2,180000.0,180000.0,1,6.0,0.0,5,1,2,2.0,3.0,2,0.0
21235,61,5.0,1,0,31,4.974354439334984,22616,2,1,2.0,1,1,2,56250.0,112500.0,4,9.0,9.0,10,1,2,2.0,2.0,1,1.0
21236,41,37.0,1,18,9,3.9076782449725775,8148,2,1,3.0,1,1,1,28500.0,85500.0,3,8.0,7.0,6,1,1,0.0,0.0,1,1.0
21237,33,11.0,1,6,15,16.99162433063298,9868,3,1,3.0,1,1,2,82500.0,247500.0,1,11.0,4.0,1,1,1,1.0,1.0,2,2.0
21238,55,3.0,1,0,16,6.1804090842203365,20387,2,2,2.0,1,1,2,63000.0,126000.0,4,7.0,7.0,10,1,2,0.0,0.0,1,0.0
21239,28,53.0,1,1,4,28.522274538210795,9954,1,2,1.0,4,2,2,315000.0,315000.0,1,1.0,7.0,2,1,2,3.0,2.0,1,2.0
21240,53,59.0,1,4,5,7.371179856788506,17947,1,1,2.0,1,1,2,78750.0,157500.0,2,7.0,10.0,4,1,1,0.0,3.0,1,1.0
21241,30,35.0,1,3,5,12.62929997594419,9665,2,1,2.0,3,1,3,78750.0,157500.0,2,8.0,10.0,1,1,2,1.0,0.0,1,2.0
21242,40,48.0,1,6,17,20.99125364431487,12224,2,1,2.0,1,1,2,180000.0,360000.0,2,9.0,11.0,15,2,2,2.0,2.0,2,0.0
21243,45,32.0,1,1,4,19.82029598308668,16152,1,2,1.0,4,1,2,337500.0,337500.0,1,1.0,10.0,3,2,2,2.0,3.0,1,2.0
21244,39,36.0,2,9,16,7.5,10990,2,1,2.0,1,2,2,67500.0,135000.0,2,3.0,6.0,2,2,2,2.0,2.0,1,2.0
21245,45,35.0,1,7,11,6.32285595337219,13726,2,1,1.0,3,1,2,121500.0,121500.0,2,9.0,1.0,1,2,1,1.0,0.0,1,2.0
21246,36,27.0,2,1,15,19.52842470707363,12462,1,1,4.0,1,1,2,67500.0,270000.0,2,6.0,7.0,1,2,1,1.0,0.0,2,2.0
21247,66,4.0,2,0,23,7.462377181708884,24121,2,1,2.0,1,1,2,90000.0,180000.0,4,0.0,0.0,10,1,2,1.0,1.0,1,1.0
21248,29,14.0,2,11,35,2.9756000793493356,6663,2,1,3.0,1,1,2,15000.0,45000.0,2,3.0,6.0,2,1,1,0.0,3.0,1,2.0
21249,30,17.0,2,7,26,15.78255151249452,8556,1,1,4.0,1,2,2,54000.0,216000.0,3,10.0,9.0,5,1,2,0.0,2.0,1,2.0
21250,35,41.0,1,8,5,9.78929703524147,9741,2,1,2.0,1,1,2,78750.0,157500.0,2,10.0,0.0,4,2,1,1.0,3.0,1,2.0
21251,26,45.0,2,5,5,13.225291796120581,7691,1,2,2.0,3,1,2,78750.0,157500.0,2,2.0,4.0,8,1,2,0.0,2.0,1,0.0
21252,27,34.0,1,6,31,8.98849472674976,7838,3,1,2.0,1,1,2,56250.0,112500.0,1,3.0,9.0,1,2,1,1.0,3.0,1,2.0
21253,43,43.0,1,17,9,3.4439292306307117,9741,2,1,2.0,1,1,2,38250.0,76500.0,2,4.0,0.0,1,2,1,2.0,3.0,2,0.0
21254,43,2.0,1,20,31,4.776056039057525,8373,2,1,2.0,4,1,2,56250.0,112500.0,3,4.0,3.0,6,1,1,0.0,0.0,1,1.0
21255,43,13.0,2,13,23,8.560422314167498,10917,2,1,2.0,1,1,2,90000.0,180000.0,3,4.0,3.0,1,2,2,1.0,3.0,1,2.0
21256,37,2.0,1,10,35,3.8389353352670192,9949,2,1,3.0,2,1,2,22500.0,67500.0,2,2.0,7.0,1,1,1,2.0,1.0,2,1.0
21257,35,12.0,1,12,0,7.784569253834621,8464,2,1,4.0,1,1,2,33750.0,135000.0,2,10.0,6.0,12,1,2,3.0,1.0,1,2.0
21258,54,26.0,1,23,33,6.045393480873931,11476,2,1,1.0,4,1,2,171000.0,171000.0,2,2.0,10.0,9,2,2,0.0,3.0,1,2.0
21259,46,9.0,2,9,16,7.097791798107256,13372,1,1,2.0,1,1,2,72000.0,144000.0,1,9.0,1.0,1,1,1,0.0,2.0,1,1.0
21260,35,40.0,1,9,9,4.999691377075489,9423,2,1,3.0,1,1,3,27000.0,81000.0,2,7.0,2.0,6,2,1,2.0,2.0,2,1.0
21261,38,55.0,2,3,6,13.115284974093264,12752,3,2,1.0,3,1,2,202500.0,202500.0,1,1.0,5.0,9,2,1,1.0,1.0,1,1.0
21262,34,15.0,2,1,23,13.699672730040337,11783,2,1,2.0,2,1,2,90000.0,180000.0,2,7.0,8.0,4,1,2,0.0,3.0,1,2.0
21263,60,29.0,1,24,8,12.985763755290497,13096,2,1,2.0,1,1,2,202500.0,405000.0,1,6.0,4.0,1,2,2,3.0,2.0,1,2.0
21264,56,40.0,2,6,5,6.9136561169395545,18251,1,1,2.0,1,2,2,78750.0,157500.0,2,11.0,8.0,2,2,1,2.0,3.0,1,2.0
21265,45,31.0,1,6,9,4.703423046772929,14233,4,1,2.0,1,1,2,45000.0,90000.0,2,4.0,6.0,8,1,2,3.0,1.0,1,2.0
21266,41,20.0,1,7,17,19.924728802302415,12574,2,1,2.0,1,2,2,180000.0,360000.0,1,6.0,11.0,12,1,2,0.0,0.0,1,2.0
21267,30,57.0,2,1,32,11.416490486257928,10699,1,2,3.0,1,1,5,45000.0,135000.0,2,3.0,8.0,9,1,1,0.0,0.0,1,2.0
21268,60,19.0,1,0,19,3.4453251666366422,22204,2,1,1.0,4,1,2,76500.0,76500.0,4,8.0,8.0,10,2,2,0.0,0.0,1,2.0
21269,30,46.0,1,2,0,10.323731837879174,10245,1,1,3.0,1,1,2,40500.0,121500.0,2,6.0,5.0,1,1,2,0.0,3.0,1,2.0
21270,41,58.0,1,8,35,3.685704925193841,11966,2,2,4.0,1,1,2,16875.0,67500.0,1,0.0,2.0,4,1,2,2.0,1.0,2,2.0
21271,36,3.0,1,10,23,10.394410117225847,9617,2,1,2.0,4,1,2,90000.0,180000.0,3,4.0,8.0,8,2,2,3.0,1.0,1,0.0
21272,56,36.0,1,0,9,3.715034965034965,20592,2,1,2.0,1,1,2,38250.0,76500.0,4,2.0,2.0,10,2,1,1.0,1.0,1,0.0
